Country,state,city,region,region_alt,region_alt_2,region_alt_atlantia,am
SV,La Paz,Cantón Lucha,Paracentral,,,,
MX,Jalisco,Autlan de Navarro,West,Area 3,Occidente,Sureste,
BR,Santa Catarina,Gaspar,Sul,,,,AM de Rest of Santa Catarina
ES,La Coruña,,Galicia,Noroeste (North West),,,
CR,San José,Villa Colón,San Jose,,,,
BR,Minas Gerais,Lambari,Sudeste,,,,AM de Rest of Minas
AR,Resto de la Provincia de Buenos Aires,Carmen de Areco,Provincia de Buenos Aires,,,,
BR,Ceará,Baturité,Nordeste,,,,AM de Rest of Ceara
BR,Paraná,Bandeirantes,Sul,,,,AM de Rest of Parana
CL,Valparaíso,Casablanca,Central,,,,
CO,Tolima,Ríoblanco,Central,Centro,,Andes,
BR,Piauí,Oeiras,Nordeste,,,,
CR,Limón,Río Banano,Other,,,,
BR,Paraná,Céu Azul,Sul,,,,AM de Rest of Parana
CR,Puntarenas,Jicaral,Other,,,,
BR,Mato Grosso,Peixoto de Azevedo,Centro-Oeste,,,,
GT,Baja Verapaz,San Miguel Chicaj,Region II- Norte,,,,
MX,Tlaxcala,Santa Cruz Tlaxcala,East,Area 4,Sur,Occidente Pacífico,AM de Tlaxcala
NI,León,Achuapa,Region II,,,,
GT,Santa Rosa,Nueva Santa Rosa,Region IV- Suroriental,,,,
BR,Minas Gerais,Bonfinópolis de Minas,Sudeste,,,,AM de Rest of Minas
BR,Rio Grande do Norte,José da Penha,Nordeste,,,,
BR,Minas Gerais,Candeias,Sudeste,,,,AM de Rest of Minas
CL,Libertador General Bernardo O'Higgins,Santa Cruz,Central,,,,
EC,Sucumbíos,Cascales,Amazonica,,,,
CL,Libertador General Bernardo O'Higgins,Coltauco,Central,Centro,,,
BR,Pernambuco,Panelas,Nordeste,,,,AM de Rest of Pernambuco
PY,Cordillera,Caacupé,Oriental,,,,
BR,Minas Gerais,Martinho Campos,Sudeste,,,,AM de Rest of Minas
CO,Boyacá,Santa Sofía,Oriental,Centro,,Andes,
BR,Minas Gerais,Paineiras,Sudeste,,,,AM de Rest of Minas
CO,Casanare,Maní,Orinoquia,Oriente,,,
BR,Paraíba,Alagoa Grande,Nordeste,,,,
BR,Rio Grande do Sul,Lindolfo Collor,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Oaxaca,Miahuatlan de Porfirio Diaz,Southwest,Area 6,,,
MX,Guerrero,Coyuca de Catalan,Southwest,Area 4,Sur,Occidente Pacífico,
EC,Guayas,El Empalme,Costa/Cost,,,,
BR,Ceará,Mucambu,Nordeste,,,,AM de Rest of Ceara
PY,Itapúa,San Pedro del Paraná,Oriental,,,,
BR,Pernambuco,Carnaíba,Nordeste,,,,AM de Rest of Pernambuco
BR,Rio Grande do Sul,Canudos do Vale,Sul,,,,AM de Rest of Rio Grande do Sul
CR,Limón,Puerto Viejo,Other,,,,
BR,Pará,Água Azul do Norte,Norte,,,,
CL,Ñuble,Ñiquén,Southern,,,,
CO,Cesar,San Alberto,Atlantic,Costa Atlantica,,Norte,
CO,Sucre,La Unión,Atlantic,Costa Atlantica,,Norte,
BR,Minas Gerais,Tombos,Sudeste,,,,AM de Rest of Minas
CR,Limón,Tortuguero,Other,,,,
GT,Jalapa,San Pedro Pinula,Region IV- Suroriental,,,,
EC,Chimborazo,,Sierra,Sierra,,Sierra,
BR,Rio Grande do Sul,Picada Café,Sul,,,,AM de Rest of Rio Grande do Sul
CO,Antioquia,Titiribí,Central,Antioquia / Eje Cafetero,,Centro,
BR,Minas Gerais,Engenheiro Caldas,Sudeste,,,,AM de Rest of Minas
BR,Santa Catarina,Romelândia,Sul,,,,AM de Rest of Santa Catarina
BR,Rondônia,Corumbiara,Norte,,,,
CL,Aysén del General Carlos Ibáñez del Campo,Aisén,Austral Patagonia,Sur,,,
BR,Minas Gerais,Caputira,Sudeste,,,,AM de Rest of Minas
SV,La Libertad,San Pablo Tacachico,Central,,,,
CO,Boyacá,Cuítiva,Oriental,Centro,,Andes,
BR,São Paulo,Uru,Sudeste,,,,AM de Rest of SP
MX,Durango,Hidalgo,Northwest,Area 2,Norte,Norte,
BR,São Paulo,Sarapuí,Sudeste,,,,AM de Rest of SP
CO,Cundinamarca,Carmen de Carupa,Central,Centro,,Andes,
UY,Tacuarembó,Goyo Martinez,Norte,,,,
BR,Mato Grosso,Santo Antônio do Leste,Centro-Oeste,,,,
MX,Puebla,Nopalucan,East,Area 4,Sur,Occidente Pacífico,
BR,Paraná,Jardim Olinda,Sul,,,,AM de Rest of Parana
MX,Yucatán,Cenotillo,Southeast,Area 6,,,
NI,Matagalpa,Cumplida,Region III,,,,
BR,Paraná,Jesuítas,Sul,,,,AM de Rest of Parana
BR,Alagoas,Jequiá da Praia,Nordeste,,,,
BR,Santa Catarina,Mirim Doce,Sul,,,,AM de Rest of Santa Catarina
BR,Maranhão,Itaipava do Grajaú,Nordeste,,,,
NI,Boaco,Bacoas,Region III,,,,
BR,Minas Gerais,Ibiracatu,Sudeste,,,,AM de Rest of Minas
SV,San Salvador,Colonia América,Central,,,,
CO,Santander,Puerto Parra,Oriental,Oriente,,,
SV,Sonsonate,Nauizalco,Occidental,,,,
PR,Mayagüez,Las Marías,Other,,,,
CL,Ñuble,Treguaco,Southern,,,,
MX,Sonora,Divisaderos,Northwest,Area 1,Centro,Central Bajio,
BR,Minas Gerais,Itaverava,Sudeste,,,,AM de Rest of Minas
EC,Pichincha,,,,,,
CR,San José,Chiles,San Jose,,,,
BR,Minas Gerais,São Miguel do Anta,Sudeste,,,,AM de Rest of Minas
SV,La Union ,Cantón Piedras Blancas,Oriental,,,,
MX,Chiapas,Pantelhó,Southwest,Area 6,,,
AR,San Luis,Villa General Roca,Cuyo,,,,
SV,La Union ,El Algodón,Oriental,,,,
CO,Cundinamarca,Granada,Central,Centro,,Andes,AM de Bogotá
MX,Puebla,Atempan,East,Area 4,Sur,Occidente Pacífico,
SV,La Libertad,Beneficio El Peñón,Central,,,,
MX,San Luis Potosí,Villa Juárez,North-Central,Area 2,Norte,Norte,
PR,Guayama,Orocovis,Other,,,,San Juan
CR,San José,Pejibaye,San Jose,,,,
CR,Alajuela,San José de la Montaña,Alajuela,,,,
BR,São Paulo,Mariápolis,Sudeste,,,,AM de Rest of SP
BR,Rio Grande do Sul,Presidente Lucena,Sul,,,,AM de Rest of Rio Grande do Sul
SV,La Union ,Condadillo,Oriental,,,,
CR,Cartago,Naranjo,Cartago,,,,
CL,Metropolitana de Santiago,Lo Prado,,,,,AM de Santiago
UY,Rivera,Rincón de Moraes,Norte,,,,
UY,Rivera,Vila,Norte,,,,
NI,Madriz,Quibuto,Region III,,,,
PE,Lima,Villa El Salvador,,,,,AM de Lima
BR,Rio Grande do Norte,Francisco Dantas,Nordeste,,,,
NI,Rivas,La Pinganilla,Region II,,,,
SV,Santa Ana,Colonia La Ceiba,Occidental,,,,
VE,Trujillo,Trujillo,,,,,
CR,San José,Cacao,San Jose,,,,
PY,Guairá,Ñumi,Oriental,,,,
CL,Metropolitana de Santiago,La Obra-Las Vertientes,Metropolitana de Santiago,Metropolitana,,,
MX,Yucatán,Kantunil,Southeast,Area 6,,,
UY,Colonia,Colla,Litoral,,,,
MX,Oaxaca,San Bartolomé Ayautla,Southwest,Area 6,,,
SV,Chalatenango,Cancasque,Central,,,,
SV,La Union ,El Copalío,Oriental,,,,
CL,Los Ríos,Valdivia,,,,,
SV,La Union ,Munguía,Oriental,,,,
CR,Guanacaste,Caballito,Other,,,,
NI,Chinandega,Pasocaballos,Region III,,,,
SV,Santa Ana,San Juan Buenavista,Occidental,,,,
SV,Cabañas,Cuyantepec,Paracentral,,,,
CR,Alajuela,Mangos,Alajuela,,,,
SV,Chalatenango,Hacienda Santa Bárbara,Central,,,,
SV,Usulután,El Tempisque,Oriental,,,,
MX,Oaxaca,Santa Cruz Acatepec,Southwest,Area 6,,,
CR,Alajuela,La Vega,Alajuela,,,,
CR,Guanacaste,El Jobo,Other,,,,
SV,La Union ,Ocotillo,Oriental,,,,
PA,Coclé,,,,,,
SV,San Miguel,Caserío La Angostura,Oriental,,,,
NI,León,Valle de Las Zapatas,Region II,,,,
SV,Sonsonate,La Chapina,Occidental,,,,
SV,Sonsonate,Las Mercedes,Occidental,,,,
CR,Guanacaste,Pelón de la Altura,Other,,,,
NI,Boaco,Los Cerritos,Region III,,,,
SV,Usulután,Hacienda San Mariano,Oriental,,,,
SV,Ahuachapán,Suntecumat,Occidental,,,,
CL,Metropolitana de Santiago,Puente Alto,Metropolitana de Santiago,,,,AM de Santiago
SV,Ahuachapán,La Puerta,Occidental,,,,
VE,Miranda,El Hatillo,Capital,,,,
PE,Amazonas,Chachapoyas,,,,,
EC,Pichincha,San Miguel de Los Bancos,,Pichincha,,Guayas,
NI,Managua,La Providencia,Region I,,,,
NI,Chinandega,La Alemania,Region III,,,,
PE,Lambayeque,Túcume,,,,,
CR,Puntarenas,Mata de Limón,Other,,,,
SV,Usulután,El Corazal,Oriental,,,,
NI,León,Vigías,Region II,,,,
SV,La Union ,Cuevas,Oriental,,,,
NI,León,Paso Picado,Region II,,,,
NI,Matagalpa,J. L. Chavarria,Region III,,,,
SV,Usulután,Las Cruces,Oriental,,,,
MX,Oaxaca,Santiago Nejapilla,Southwest,Area 6,,,
NI,León,Potrero Grande,Region II,,,,
NI,Rivas,Güiscoyol,Region II,,,,
SV,Santa Ana,Ingenio Omoa,Occidental,,,,
UY,Tacuarembó,Minuano,Norte,,,,
SV,Sonsonate,Loma Chata,Occidental,,,,
CO,Meta,Puerto Gaitán,,Oriente,,,
SV,Morazán,La Estancia,Oriental,,,,
UY,Salto,Paso de la Laguna,Norte,,,,
NI,Chontales,La Cicaya,Region III,,,,
CR,Puntarenas,Las Ciruelas,Other,,,,
NI,Chinandega,Los Reyes,Region III,,,,
BR,Rio Grande do Sul,Bento Gonçalves,Sul,,,,
EC,Tungurahua,Baños,,,,,
SV,Morazán,El Carbón,Oriental,,,,
SV,Morazán,Ojos de Agua,Oriental,,,,
NI,Matagalpa,Trujillo,Region III,,,,
UY,Durazno,Durazno,,,,,
MX,Estado de México,Tultitlán,South-Central,Area 4,Sur,Occidente Pacífico,AM de Morelia
CO,Santander,,Oriental,Oriente,,,AM de Cúcuta
NI,Carazo,Santa Isabel,Region II,,,,
PE,Lima,Independencia,Lima and Callao,,,,AM de Lima
BR,Rio de Janeiro,Duque de Caxias,Sudeste,,,,AM de Rio de Janeiro
MX,Estado de México,Valle de Bravo,South-Central,Area 4,Sur,Occidente Pacífico,
BR,Mato Grosso,Cuiabá,Centro-Oeste,,,,AM de Cuiabá
BR,Maranhão,Aldeias Altas,Nordeste,,,,
BR,Sergipe,Itabaiana,Nordeste,,,,
BR,São Paulo,Americana,Sudeste,,,,AM de Campinas
MX,Ciudad de México,La Magdalena Contreras,South-Central,Area 5,,,AM de Ciudad de México
BR,Rio Grande do Sul,Giruá,Sul,,,,AM de Rest of Rio Grande do Sul
CR,Puntarenas,Paquera,Other,,,,
GT,Totonicapán,Momostenango,Region VI- Suroccidental,,,,
MX,Estado de México,Tenancingo,South-Central,Area 4,Sur,Occidente Pacífico,
GT,Escuintla,Masagua,Region V- Central,,,,
BR,Minas Gerais,Matipó,Sudeste,,,,AM de Rest of Minas
BR,Pernambuco,Araripina,Nordeste,,,,AM de Rest of Pernambuco
BR,São Paulo,Valparaíso,Sudeste,,,,AM de Rest of SP
GT,Zacapa,Estanzuela,Region III- Nororiental,,,,
SV,Sonsonate,San Antonio,Occidental,,,,
BR,Minas Gerais,Fronteira,Sudeste,,,,AM de Rest of Minas
BR,São Paulo,Pedregulho,Sudeste,,,,AM de Rest of SP
BR,Paraíba,Santa Rita,Nordeste,,,,AM de João Pessoa
SV,San Vicente,Guadalupe,Paracentral,,,,
CL,La Araucanía,Padre las Casas,Southern,,,,AM de Temuco
AR,Resto de la Provincia de Buenos Aires,Henderson,Provincia de Buenos Aires,,,,
DO,Peravia,,Valdesia,,,,
BR,Alagoas,Mata Grande,Nordeste,,,,
VE,Carabobo,Puerto Cabello,Central,,,,
BR,Maranhão,Godofredo Viana,Nordeste,,,,
BR,São Paulo,Nipoã,Sudeste,,,,AM de Rest of SP
AR,Entre Ríos,Colón,Centro,,,,
CL,Metropolitana de Santiago,Bajos de San Agustín,Metropolitana de Santiago,,,,
CR,Alajuela,Carrillos,Alajuela,,,,
SV,San Salvador,Buena Vista,Central,,,,
SV,San Vicente,San Sebastián,Paracentral,,,,
BR,Maranhão,Itinga do Maranhão,Nordeste,,,,
BR,Rondônia,Ariquemes,Norte,,,,
BR,Rio Grande do Sul,Teutônia,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Maranhão,Davinópolis,Nordeste,,,,
UY,Canelones,Atlántida,Metropolitana,,,,
MX,Querétaro,Cadereyta de Montes,North-Central,Area 4,Sur,Occidente Pacífico,
BR,São Paulo,Tanabi,Sudeste,,,,AM de Rest of SP
BR,Minas Gerais,Ubaporanga,Sudeste,,,,AM de Rest of Minas
AR,Misiones,San Pedro,Noreste,,,,
VE,Táchira,,Los Andes,,,,
EC,Morona Santiago,Tiwintza,Amazonica,,,,
BR,São Paulo,Cesário Lange,Sudeste,,,,AM de Rest of SP
BR,Rio Grande do Norte,Nova Cruz,Nordeste,,,,
BR,Rio Grande do Norte,Arês,Nordeste,,,,
CO,Sucre,Chalán,Atlantic,Costa Atlantica,,Norte,
BR,Minas Gerais,Juramento,Sudeste,,,,AM de Rest of Minas
CO,Cauca,Silvia,Pacific,Sur Occidente,,Sur,
BR,Rondônia,Espigão d'Oeste,Norte,,,,
CO,Bolívar,San Estanislao,Atlantic,Costa Atlantica,,Norte,AM de Cartagena
BR,Goiás,São João d'Aliança,Centro-Oeste,,,,AM de Rest of Goias
MX,Nayarit,Santa María del Oro,West,Area 1,Centro,Central Bajio,
BR,Rio Grande do Sul,Alto Feliz,Sul,,,,AM de Rest of Rio Grande do Sul
CO,Bolívar,El Peñon,Atlantic,Costa Atlantica,,Norte,
CO,Antioquia,Santa Bárbara,Central,Antioquia / Eje Cafetero,,Centro,
PE,Lambayeque,Santa Rosa,North,,,,AM de Chiclayo
MX,Guerrero,Tepecoacuilco de Trujano,Southwest,Area 4,Sur,Occidente Pacífico,
BR,Bahia,Itaquara,Nordeste,,,,AM de Rest of Bahia
CL,Libertador General Bernardo O'Higgins,Quinta de Tilcoco,Central,,,,
SV,Santa Ana,Candelaria,Occidental,,,,
NI,Jinotega,El Mojón,Region IV,,,,
BR,Piauí,Porto,Nordeste,,,,
NI,Masaya,Barrio de San Francisco,Region II,,,,
BR,Alagoas,Carneiros,Nordeste,,,,
BR,Mato Grosso,Cláudia,Centro-Oeste,,,,
MX,Veracruz de Ignacio de la Llave,Tampico Alto,East,Area 6,,,
CO,Atlántico,Polo Nuevo,Atlantic,Costa Atlantica,,Norte,
BR,Minas Gerais,São João das Missões,Sudeste,,,,AM de Rest of Minas
MX,Jalisco,Mazamitla,West,Area 3,Occidente,Sureste,
UY,Salto,,Norte,,,,
BR,Paraná,Nova Santa Bárbara,Sul,,,,AM de Rest of Parana
BR,Maranhão,Santana do Maranhão,Nordeste,,,,
BR,Maranhão,Boa Vista do Gurupi,Nordeste,,,,
NI,Matagalpa,El Tuma,Region III,,,,
MX,Veracruz de Ignacio de la Llave,Tierra Blanca,East,Area 6,,,
CO,Sucre,San Onofre,Atlantic,Costa Atlantica,,Norte,
CL,Valparaíso,Santa María,Central,Centro,,,
MX,Puebla,Zautla,East,Area 4,Sur,Occidente Pacífico,
CL,Valparaíso,Petorca,Central,Centro,,,
PE,Cajamarca,Yonán,North,,,,
NI,León,La Paz Central,Region II,,,,
CR,Guanacaste,Coco,Other,,,,
BR,Paraná,São Pedro do Iguaçu,Sul,,,,AM de Rest of Parana
CO,Cundinamarca,Tocaima,Central,Centro,,Andes,
AR,Santa Fe,San Vicente,Centro,,,,
AR,Córdoba,Oliva,Centro,,,,
MX,Oaxaca,San Francisco Lachigoló,Southwest,Area 6,,,
BR,Minas Gerais,São José da Safira,Sudeste,,,,AM de Rest of Minas
BR,Rio Grande do Sul,Sentinela do Sul,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Puebla,San Gregorio Atzompa,East,Area 4,Sur,Occidente Pacífico,AM de Puebla
BR,Minas Gerais,Diogo de Vasconcelos,Sudeste,,,,AM de Rest of Minas
BR,São Paulo,Pratânia,Sudeste,,,,AM de Rest of SP
MX,Zacatecas,Monte Escobedo,North-Central,Area 2,Norte,Norte,
EC,El Oro,Las Lajas,Costa/Cost,Costa,,Costa,
SV,San Salvador,Cantón La Unión,Central,,,,
BR,Minas Gerais,Itaipé,Sudeste,,,,AM de Rest of Minas
MX,Chiapas,El Porvenir,Southwest,Area 6,,,
BR,Mato Grosso,Vila Bela da Santíssima Trindade,Centro-Oeste,,,,
NI,Matagalpa,Jucuapa,Region III,,,,
BR,Pará,Salvaterra,Norte,,,,
BR,Mato Grosso,Rio Branco,Centro-Oeste,,,,
BR,Paraná,Pinhal de São Bento,Sul,,,,AM de Rest of Parana
BR,Ceará,Jaguaretama,Nordeste,,,,AM de Rest of Ceara
SV,La Libertad,Caserío El Pulido,Central,,,,
BR,Piauí,Nazaré do Piauí,Nordeste,,,,
MX,Oaxaca,Santa María Mixtequilla,Southwest,Area 6,,,
BR,Ceará,Pires Ferreira,Nordeste,,,,AM de Rest of Ceara
EC,Azuay,,Sierra,Sierra,,Sierra,
CO,Antioquia,San Carlos,Central,Antioquia / Eje Cafetero,,Centro,
NI,Jinotega,Santa Fe,Region IV,,,,
SV,San Vicente,Caserío El Socorro,Paracentral,,,,
CO,Cundinamarca,Viani,Central,Centro,,Andes,
NZ,Carterton District,,,,,,
MX,Veracruz de Ignacio de la Llave,Chacaltianguis,East,Area 6,,,
NI,Granada,San Antonio,Region II,,,,
BR,Rio Grande do Sul,Barra do Guarita,Sul,,,,AM de Rest of Rio Grande do Sul
SV,La Libertad,Atiocoyo,Central,,,,
CR,Limón,Cocal,Other,,,,
SV,La Libertad,Cantón Las Mesas,Central,,,,
CO,Cundinamarca,Facatativá,,Centro,,Andes,AM de Bogotá
SV,Usulután,Alcancia,Oriental,,,,
MX,Puebla,San Jerónimo Tecuanipan,East,Area 4,Sur,Occidente Pacífico,
BR,Paraná,Rancho Alegre d'Oeste,Sul,,,,AM de Rest of Parana
GT,San Marcos,Río Blanco,Region VI- Suroccidental,,,,
BR,Maranhão,Loreto,Nordeste,,,,
MX,Veracruz de Ignacio de la Llave,Mecatlán,East,Area 6,,,
EC,Pastaza,Santa Clara,Amazonica,,,,
BR,Mato Grosso,Nova Brasilândia,Centro-Oeste,,,,
BR,Paraná,Paulo Frontin,Sul,,,,AM de Rest of Parana
EC,Carchi,,Sierra,Sierra,,Sierra,
BR,Goiás,Guaraíta,Centro-Oeste,,,,AM de Rest of Goias
UY,Maldonado,Balneario Solís,Este,,,,
SV,San Miguel,Las Lomitas,Oriental,,,,
BR,Minas Gerais,Santana de Cataguases,Sudeste,,,,AM de Rest of Minas
NI,León,Jicaral,Region II,,,,
CO,Antioquia,Toledo,Central,Antioquia / Eje Cafetero,,Centro,
CR,Alajuela,Puente de Piedra,Alajuela,,,,
GT,Suchitepéquez,Santo Domingo Suchitepequez,,,,,
NI,Carazo,Nancite Dulce,Region II,,,,
CO,Nariño,Ospina,Pacific,Sur Occidente,,Sur,
MX,San Luis Potosí,Moctezuma,North-Central,Area 2,Norte,Norte,
SV,La Union ,Cofradía Nueva,Oriental,,,,
SV,Morazán,Arambala,Oriental,,,,
SV,San Salvador,San José Cortés,Central,,,,
SV,Santa Ana,Caserío La Ceibita,Occidental,,,,
SV,San Miguel,El Havillal,Oriental,,,,
CR,Heredia,Setillal,Other,,,,
SV,Sonsonate,Cantón La Nueva,Occidental,,,,
UY,Tacuarembó,Poblado Batoví,Norte,,,,
DO,La Altagracia,,,,,,
BR,Amazonas,Manaus,Norte,,,,AM de Belém
BR,Paraíba,Caldas Brandão,Nordeste,,,,
UY,Montevideo,Bella Italia,,,,,
CR,Guanacaste,Ciudad Cañas,Other,,,,
VE,Falcón,Coro,,,,,
SV,Santa Ana,Finca El Sinai,Occidental,,,,
BR,Rio Grande do Sul,União da Serra,Sul,,,,AM de Rest of Rio Grande do Sul
NI,Carazo,Esquinas,Region II,,,,
CR,Guanacaste,Arena,Other,,,,
BR,Rio Grande do Sul,Novo Cabrais,Sul,,,,AM de Rest of Rio Grande do Sul
NI,Matagalpa,Las Calabazas,Region III,,,,
SV,La Union ,Caserío Las Marías,Oriental,,,,
SV,Santa Ana,Los Chorros,Occidental,,,,
CR,Puntarenas,Quebrada Bonita,Other,,,,
CL,Metropolitana de Santiago,La Reina,,,,,AM de Santiago
SV,La Libertad,Río Sucio,Central,,,,
VE,Anzoátegui,Barcelona,,,,,AM de Barcelona
CR,Limón,Chasse,Other,,,,
UY,San José,Concordia,Metropolitana,,,,
CR,San José,Bajo del Tulín,San Jose,,,,
SV,Sonsonate,Plan de Amayo,Occidental,,,,
SV,Morazán,Joya del Matazano,Oriental,,,,
NI,Nueva Segovia,Zapotillal,Region III,,,,
CR,Guanacaste,Chira,Other,,,,
SV,Cabañas,El Carrizal,Paracentral,,,,
MX,Oaxaca,Santa Catarina Quiané,Southwest,Area 6,,,
SV,Usulután,El Bosque,Oriental,,,,
GT,Quiché,San Antonio Ilotenango,,,,,
SV,Santa Ana,Zacamil,Occidental,,,,
UY,Maldonado,Piriápolis,,,,,
UY,Rocha,Palmares de Castillos,Este,,,,
SV,Usulután,Azacualpa de Gualcho,Oriental,,,,
UY,Paysandú,Buricayupí,Norte,,,,
SV,Morazán,El Achote,Oriental,,,,
CR,San José,Paso Ancho,,,,,
CR,San José,Corrogres,San Jose,,,,
SV,San Miguel,Valle Alegre,Oriental,,,,
CO,Antioquia,Dabeiba,Central,Antioquia / Eje Cafetero,,Centro,AM de Medellín
CR,Alajuela,El Pato,Alajuela,,,,
BR,Minas Gerais,Barão de Cocais,Sudeste,,,,
CR,Guanacaste,Las Pilas,Other,,,,
CR,Puntarenas,,,,,,
CR,Cartago,Sierra,Cartago,,,,
MX,Aguascalientes,,North-Central,Area 3,Occidente,Sureste,
BR,Rio de Janeiro,Niterói,Sudeste,,,,
NI,Rivas,Casa Blanca,Region II,,,,
MX,Oaxaca,San Juan Bautista Jayacatlán,Southwest,Area 6,,,
EC,Pastaza,,Amazonica,Amazónica,,,
SV,San Vicente,Las Anonas,Paracentral,,,,
NI,Estelí,El Pastoreo,Region II,,,,
NI,Rivas,El Remate,Region II,,,,
CO,Tolima,Espinal,,Centro,,Andes,
CR,Heredia,Mercedes Norte,,,,,
SV,San Miguel,La Ceibita,Oriental,,,,
NI,Nueva Segovia,Oyoto,Region III,,,,
SV,La Paz,Los Platanares,Paracentral,,,,
CL,Tarapacá,Alto Hospicio,,Norte,,,
UY,Montevideo,Sayago,,,,,
GT,Chiquimula,San Juan Ermita,,,,,
SV,Chalatenango,Llano Grande,Central,,,,
CR,Alajuela,Los Corrales,Alajuela,,,,
NI,Boaco,El Tábano,Region III,,,,
SV,Usulután,Nombre de Dios,Oriental,,,,
BR,Santa Catarina,Canoinhas,Sul,,,,
NI,León,La Milpa,Region II,,,,
CL,Magallanes y Antártica Chilena,Natales,,Sur,,,
UY,Artigas,Allende,,,,,
PE,Piura,Marcavélica,,,,,
NI,Matagalpa,Jicote,Region III,,,,
SV,San Vicente,Hacienda Agua Fuerte,Paracentral,,,,
CL,Metropolitana de Santiago,Santiago,Metropolitana de Santiago,,,,AM de Santiago
BR,São Paulo,Itaquaquecetuba,Sudeste,,,,AM de São Paulo
PE,Junín,Acobamba,Central,,,,
EC,Santo Domingo de los Tsáchilas,Santo Domingo,Sierra,Costa,,Costa,
PE,Lima,Carabayllo,Lima and Callao,,,,AM de Lima
PE,Ica,Chincha,Central,,,,
BR,Alagoas,Maceió,Nordeste,,,,AM de Maceió
BR,Minas Gerais,Astolfo Dutra,Sudeste,,,,AM de Rest of Minas
ES,Huesca,,Aragón,Noreste (North East),,,
CL,Biobío,Los Ángeles,Southern,,,,
BR,Santa Catarina,Ascurra,Sul,,,,AM de Rest of Santa Catarina
BR,Pernambuco,Goiana,Nordeste,,,,AM de Rest of Pernambuco
CL,Maule,Talca,Central,Centro,,,
BR,Paraná,Ampére,Sul,,,,AM de Rest of Parana
BR,Minas Gerais,Vespasiano,Sudeste,,,,AM de Belo Horizonte
BR,Pará,Castanhal,Norte,,,,
AR,Córdoba,Villa Carlos Paz,Centro,,,,
BR,Santa Catarina,Içara,Sul,,,,AM de Rest of Santa Catarina
CL,Aysén del General Carlos Ibáñez del Campo,Coihaique,Austral Patagonia,,,,
AR,Río Negro,Cipolletti,Patagonia,,,,
MX,Estado de México,Tlalmanalco,South-Central,Area 4,Sur,Occidente Pacífico,AM de Ciudad de México
BR,Bahia,Mucuri,Nordeste,,,,AM de Rest of Bahia
AR,Salta,,Noroeste,,,,
CO,Norte de Santander,Pamplona,Oriental,Oriente,,,
VE,Anzoátegui,Lechería,Nororiental,,,,AM de Barcelona
CL,Los Lagos,Castro,Southern,,,,
AR,Córdoba,La Calera,Centro,,,,Grande Córdoba
BR,Minas Gerais,Mamonas,Sudeste,,,,AM de Rest of Minas
CR,Heredia,San José ,Other,,,,
MX,Michoacán de Ocampo,La Huacana,West,Area 3,Occidente,Sureste,
NI,Managua,Esquipulas,Region I,,,,
BR,Sergipe,Carmópolis,Nordeste,,,,
BR,Paraná,Piraí do Sul,Sul,,,,AM de Rest of Parana
BR,Tocantins,Divinópolis do Tocantins,Norte,,,,
BR,Piauí,Buriti dos Lopes,Nordeste,,,,
BR,Paraíba,Araruna,Nordeste,,,,
BR,Minas Gerais,Cristina,Sudeste,,,,AM de Rest of Minas
BR,Piauí,Isaías Coelho,Nordeste,,,,
BR,Goiás,Goianésia,Centro-Oeste,,,,AM de Rest of Goias
BR,Piauí,São João da Fronteira,Nordeste,,,,
BR,Bahia,Santa Teresinha,Nordeste,,,,AM de Rest of Bahia
BR,Paraná,Ivaí,Sul,,,,AM de Rest of Parana
MX,Zacatecas,Rio Grande,North-Central,Area 2,Norte,Norte,
EC,Napo,Quijos,Amazonica,,,,
BR,São Paulo,Nova Europa,Sudeste,,,,AM de Rest of SP
SV,Chalatenango,San Antonio de La Cruz,Central,,,,
EC,Cañar,Biblián,Sierra,,,,
MX,Oaxaca,Santa Cruz Xoxocotlán,Southwest,Area 6,,,AM de Oaxaca
BR,Bahia,,Nordeste,,,,
BR,Sergipe,Carira,Nordeste,,,,
PR,Bayamón,Toa Alta,Other,,,,San Juan
BR,Ceará,Tururu,Nordeste,,,,AM de Rest of Ceara
AU,Northern Territory,,,,,,
CO,Antioquia,Alejandría,Central,Antioquia / Eje Cafetero,,Centro,
BR,Paraná,São João do Ivaí,Sul,,,,AM de Rest of Parana
BR,Tocantins,Axixá do Tocantins,Norte,,,,
MX,Veracruz de Ignacio de la Llave,Acatlán,East,Area 6,,,
BR,Minas Gerais,Figueirão,Sudeste,,,,AM de Rest of Minas
BR,Maranhão,Cajapió,Nordeste,,,,
AR,Córdoba,Unquillo,Centro,,,,Grande Córdoba
BR,Rio Grande do Sul,Salto do Jacuí,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Piauí,Rio Grande do Piauí,Nordeste,,,,
UY,Artigas,Tomás Gomensoro,Norte,,,,
MX,San Luis Potosí,Santa Catarina,North-Central,Area 2,Norte,Norte,
CO,Santander,Guaca,Oriental,Oriente,,,
NI,Masaya,El Crucero,Region II,,,,
CR,Cartago,San Isidro,Cartago,,,,
BR,Minas Gerais,Grão Mogol,Sudeste,,,,AM de Rest of Minas
BR,Bahia,Crisópolis,Nordeste,,,,AM de Rest of Bahia
UY,Colonia,Tarariras,Litoral,,,,
